	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"
"AT5G10860"	11.04	10.92	11.15	11.46	11.33	11.2	11.14	11.14	11.35	11.68	11.58	11.31	10.97	10.82	10.8	10.97	11.18	11.2
"AT5G10870"	7.84	7.66	7.62	7.48	7.26	7.26	7.47	7.48	7.51	7.58	7.4	7.4	7.4	7.45	7.44	7.46	7.58	7.59
"AT5G10910"	5.86	6.03	6.06	6.08	6.31	6.28	6.24	6.31	6.48	6.42	6.42	6.49	6.68	6.9	6.95	7.13	7.06	7.03
"AT5G10920"	6.8	7.13	7.29	7.24	7.42	7.52	7.5	7.61	7.72	7.63	7.67	7.81	8.19	8.45	8.58	8.8	8.66	8.64
"AT5G10930"	7.23	7.62	7.29	6.99	7.31	7.33	7.26	6.95	6.65	6.08	6.23	6.34	6.22	6.33	6.16	5.92	6.24	6.13
"AT5G10940"	7.16	7.03	7.18	6.96	7.28	7.14	7.11	7.12	7.08	6.96	6.93	6.97	6.78	6.7	6.69	6.6	6.92	6.85
"AT5G10950"	5.51	5.65	5.37	5.34	5.26	5.52	5.52	5.54	5.78	5.6	5.82	5.74	5.92	5.94	6.06	6.19	5.98	6.11
"AT5G10960"	10.61	10.74	10.52	10.43	10.48	10.65	10.52	10.43	10.43	10.24	10.42	10.42	10.25	10.21	9.92	10.01	9.99	10.08
"AT5G10970"	6.71	6.51	6.76	6.24	6.63	6.48	6.42	6.41	6.02	6.05	5.99	5.98	5.76	5.6	5.42	5.19	5.01	4.56
"AT5G10980"	11.1	11.16	11.14	11.07	11.19	11.25	11.25	11.39	11.4	11.72	11.57	11.63	11.72	11.8	11.75	11.85	11.83	11.97
"AT5G11000"	8.42	8.64	8.19	7.79	7.79	7.86	7.82	7.82	7.8	7.91	7.91	7.82	7.72	7.72	7.65	7.72	7.86	7.92
"AT5G11010"	5.86	6.44	6.45	6.47	6.68	6.72	6.85	7.04	7.04	6.98	7.12	7.09	7.37	7.63	7.8	7.75	7.69	7.72
"AT5G11020"	7.35	7.49	7.76	7.8	7.95	7.36	7.1	6.85	7.1	7.49	7.62	7.34	6.84	6.85	6.89	6.66	6.68	6.59
"AT5G11090"	9.48	9.56	9.35	9.12	9.26	9.45	9.68	9.56	9.45	9.47	9.3	9.32	9.39	9.32	9.19	8.98	8.92	8.66
"AT5G11100"	6.93	6.73	6.82	6.77	7.42	7.77	7.79	7.36	6.99	6.68	6.97	7.34	7.77	7.72	7.43	6.9	6.83	6.7
"AT5G11110"	9.18	8.63	8.6	8.44	8.21	8.07	8.26	7.81	7.13	6.68	7.07	7.63	8.05	7.97	7.51	6.84	6.76	6.58
"AT5G11150"	6.46	6.53	6.61	6.71	6.45	6.38	6.34	6.73	6.91	6.92	6.85	6.57	6.74	6.8	6.8	6.93	6.95	7.19
"AT5G11160"	4.75	4.48	4.62	4.36	4.67	5.12	5.08	5.55	5.83	5.92	6.3	6.33	7.11	7.58	7.48	7.44	7.41	7.18
"AT5G11180"	3.21	3.16	3.28	3.17	3.15	3.11	2.97	3.08	2.87	3.1	3.06	3.06	3.06	3.02	3.16	3.02	3.06	2.99
"AT5G11230"	8.78	8.57	8.11	8.07	7.7	7.77	7.77	7.57	7.52	6.69	7.2	7.23	7.24	7.24	7.25	7.13	7.14	7.25
"AT5G11240"	4.97	6.58	6.92	6.68	6.9	6.98	7.12	7.33	7.47	7	7.26	7.39	8.01	8.28	8.3	8.4	8.36	8.32
"AT5G11260"	8.17	8.19	8	7.78	7.52	7.02	6.79	6.37	6.68	7.34	7.72	7.67	7.22	7.03	6.89	6.75	7.35	7.28
"AT5G11270"	6.13	6.03	5.94	5.63	5.69	5.53	5.67	5.54	5.75	5.71	5.8	5.77	5.66	5.62	5.61	5.38	5.73	5.8
"AT5G11280"	8.65	8.61	8.48	8.57	8.51	8.47	8.59	8.52	8.71	8.94	8.86	8.66	8.76	8.77	8.82	9.18	9.23	9.34
"AT5G11290"	3.67	3.67	3.63	3.62	3.62	3.3	3.52	3.46	3.41	3.58	3.25	3.35	3.5	3.44	3.27	3.28	3.38	3.37
"AT5G11300"	5.02	5.47	7.16	7.28	7.2	6.9	6.73	6.54	6.38	6.12	5.99	5.97	5.99	6.08	6.12	6.55	6.34	6.26
"AT5G11310"	3.17	3.28	3.52	3.64	3.5	3.83	3.81	4.16	4.18	3.73	3.8	3.89	3.91	4.19	4.12	4.33	4.17	4.13
"AT5G11340"	8.46	8.66	8.78	8.7	8.82	8.88	8.98	9.14	9.1	8.98	8.98	9.01	9.35	9.56	9.59	9.8	9.82	9.82
"AT5G11370"	3.51	3.24	3.37	3.41	3.35	3.36	3.29	3.33	3.29	3.39	3.16	3.22	3.19	3.16	3.22	3.19	3.15	3.17
"AT5G11380"	5.97	6.12	5.98	5.67	5.92	6.07	6.09	6.06	5.98	5.55	5.48	5.65	5.91	5.9	5.8	5.69	5.85	6.03
"AT5G11390"	7.45	7.35	7.39	7.12	7.13	7.12	7.08	7.04	7.07	7.09	7.11	7.05	6.87	6.97	6.84	6.99	6.82	6.91
"AT5G11420"	4.83	4.67	4.86	4.97	4.9	5.19	5.37	5.58	5.43	5.27	5.45	5.43	5.74	5.68	5.58	5.19	5.42	5.46
"AT5G11430"	6.1	5.9	6.02	6.03	6.24	6.08	6.12	6.16	6.11	6.06	6.16	6.13	6.26	6.38	6.5	6.57	6.41	6.34
"AT5G11450"	6.08	6.02	6.32	6.36	6.36	6.4	6.39	6.37	6.43	6.69	6.53	6.62	6.73	6.76	6.93	7.15	7.22	7.27
"AT5G11460"	4.56	4.39	4.16	4.36	4.46	4.47	4.58	4.62	4.76	4.69	4.62	4.5	4.47	4.42	4.57	4.76	4.94	4.63
"AT5G11480"	6.66	6.6	6.84	6.73	6.94	6.86	6.9	6.79	7.03	6.88	7.03	6.94	7.07	7.14	7.21	7.37	7.32	7.46
"AT5G11500"	10.72	10.67	10.69	10.84	11	11.04	11.01	11.01	11.09	11.04	10.95	10.94	10.8	10.77	10.86	10.82	10.75	10.74
"AT5G11510"	4.75	4.95	5.71	6.25	6.37	6.31	6.12	6.37	6.36	6.4	6.27	6.42	6.65	6.75	6.77	7.13	6.94	6.86
"AT5G11520"	11.18	11.29	11.09	10.85	10.62	10.32	10.36	10.2	10.07	10.12	9.99	9.81	9.56	9.48	9.56	9.56	9.67	9.58
"AT5G11530"	5.18	5.24	5.27	5.13	5.19	5.14	5.1	5.12	5.29	5.15	5.09	4.96	4.96	4.81	4.95	5.04	4.98	4.9
"AT5G11540"	6.04	6.34	5.75	5.87	6.04	6.16	6.25	6.13	6.15	5.75	5.87	5.87	5.83	5.87	5.97	5.97	5.9	5.78
"AT5G11550"	5.02	4.95	4.97	5.25	5.23	5.23	5.15	5.26	5.33	5.38	5.4	5.39	5.43	5.47	5.57	5.83	5.67	5.73
"AT5G11570"	4.99	4.86	4.25	4	3.85	3.81	3.88	3.96	3.89	3.81	3.82	3.62	3.61	3.74	3.75	3.63	3.69	3.47
"AT5G11580"	7.11	6.86	6.98	6.92	6.82	6.87	6.9	7.02	7.13	6.84	6.95	6.86	6.57	6.47	6.51	6.5	6.82	6.85
"AT5G11590"	4.31	3.99	4.16	4.09	4.29	4.39	4.66	4.65	4.42	3.95	4.03	3.88	4.01	4.12	4.12	3.88	3.9	3.69
"AT5G11600"	5.64	5.5	5.43	5.41	5.34	5.26	5.5	5.47	5.44	5.46	5.55	5.38	4.97	5.01	4.95	4.68	4.65	4.69
"AT5G11630"	7.01	7.4	7.76	7.69	7.98	8.04	8.21	8.29	8.35	8.43	8.41	8.47	8.79	9.09	9.18	9.37	9.46	9.54
"AT5G11640"	7.19	7.05	7.34	7.31	7.44	7.55	7.57	7.6	7.62	7.58	7.79	7.8	7.82	7.92	7.85	8.02	8.04	8.18
"AT5G11650"	8.31	8.13	8.38	8.93	8.86	8.92	8.75	8.58	8.55	8.83	8.75	8.45	8.38	8.14	8.16	7.78	7.67	7.72
"AT5G11670"	11.18	11.22	11.04	11.25	11.56	11.99	12.29	12.51	12.77	12.65	12.53	12.39	12.18	12	12.24	12.14	12.19	12
"AT5G11680"	9.21	9.15	9.08	9.13	8.88	8.79	8.81	8.58	8.44	8.64	8.52	8.48	8.38	8.37	8.26	8.01	7.85	7.81
"AT5G11690"	5.96	6.52	6.65	6.71	6.57	6.77	6.83	6.92	6.92	6.93	7.02	7.08	7.27	7.48	7.48	7.56	7.51	7.72
"AT5G11700"	8.62	8.61	8.59	8.45	8.5	8.38	8.4	8.4	8.44	8.06	8.26	8.2	8.07	7.81	7.77	7.61	7.65	7.73
"AT5G11710"	9.34	9.23	9.15	9.17	9.33	9.4	9.42	9.42	9.51	9.3	9.32	9.2	9.22	9.15	9.16	9.22	9.24	9.12
"AT5G11720"	7.75	7.57	7.86	7.74	7.81	7.57	7.68	7.67	7.76	7.76	7.68	7.41	6.99	6.88	6.94	6.88	7.13	7.15
"AT5G11730"	7.09	7.04	6.92	6.81	6.92	6.86	6.86	6.99	6.91	6.65	6.79	6.9	7.05	6.92	7.03	7.1	6.97	7.1
"AT5G11740"	10.91	10.93	10.79	10.66	10.31	10.37	10.46	10.73	10.75	10.7	10.72	10.89	11.32	11.5	11.45	11.52	11.39	11.46
"AT5G11760"	7.66	7.86	8.03	8.04	8.21	8.3	8.24	8.39	8.67	8.77	8.77	8.76	8.9	9.01	9.24	9.29	9.06	9.06
"AT5G11770"	11.52	11.4	11.49	11.56	11.74	11.6	11.59	11.58	11.45	11.36	11.35	11.32	11.28	11.18	11.16	10.97	11.02	11.02
"AT5G11780"	3.4	3.69	3.93	4.05	4.03	4.12	4.04	4.16	4.4	4.07	4.33	4.19	4.59	4.7	4.91	5.04	4.81	4.84
"AT5G11790"	9.14	8.98	9	8.98	9.14	9.09	9.14	8.94	8.67	8.26	8.81	9.03	8.8	8.69	8.49	8.02	8.07	8.13
"AT5G11800"	7.57	7.41	7.69	7.71	7.69	7.66	7.8	7.83	7.73	7.52	7.7	7.49	7.6	7.57	7.66	7.84	7.79	7.68
"AT5G11810"	8.3	8.22	8.53	8.64	8.75	8.75	8.81	8.87	8.64	8.49	8.39	8.42	8.61	8.64	8.62	8.54	8.62	8.7
"AT5G11840"	6.19	6.06	6.28	6.1	6.25	6.17	6.25	6.28	6.17	6.22	6.1	6.09	5.62	5.89	5.64	5.44	5.82	5.9
"AT5G11850"	7.37	7.46	7.23	7.13	7.25	7.3	7.16	7.19	7.08	6.87	6.83	6.82	6.88	6.74	6.64	6.71	6.88	6.8
"AT5G11870"	5.2	5.43	5.23	4.91	5.09	5.24	5.34	5.26	5.2	5.31	5.22	5.11	5.27	5.47	5.45	5.37	5.59	5.5
"AT5G11890"	7.46	7.11	7.29	7.31	7.63	7.69	7.58	7.59	7.71	7.6	7.79	8.07	7.99	7.82	7.92	7.9	7.9	7.98
"AT5G11900"	7.6	7.53	7.73	7.59	7.7	7.82	7.96	7.82	7.95	7.68	7.87	7.87	8.23	8.44	8.5	8.5	8.48	8.44
"AT5G11910"	7.36	7.23	7.37	7.3	7.13	7.18	7.24	7.22	7.21	7.32	7.32	7.01	7	6.9	6.89	7.02	6.89	7.23
"AT5G11920"	4.77	4.6	4.32	4.41	3.95	3.82	4.06	4.28	4.37	4.72	4.91	5.09	5.2	5.32	5.48	5.86	5.94	6.14
"AT5G11930"	4.06	3.82	3.99	4.53	4.66	4.89	5.19	4.8	4.35	4.06	4.25	4.3	4.75	5.21	5.26	5.14	5.13	5.12
"AT5G11950"	7.35	7.4	7.46	7.15	7.26	7.31	7.31	7.23	7.28	7.28	7.26	7.15	7.52	7.73	7.72	7.7	7.62	7.57
"AT5G11960"	8.65	8.62	8.47	8.43	8.39	8.31	8.42	8.31	8.35	8.23	8.37	8.19	8	8.06	7.91	7.84	7.85	7.85
"AT5G11970"	9.31	9.39	8.92	8.76	8.54	8.49	8.52	8.42	8.4	8.39	8.29	8.35	8.16	7.98	7.87	7.62	7.6	7.53
"AT5G11980"	7.56	7.52	7.58	7.67	7.87	8.03	7.98	8.03	8.09	7.98	8.01	8.19	8.34	8.44	8.38	8.62	8.55	8.55
"AT5G11990"	5.5	5.27	5.16	5.13	4.49	3.6	3.44	3.21	3.3	3.5	3.41	3.46	3.62	3.77	3.71	3.66	3.5	3.83
"AT5G12010"	7.91	7.8	7.71	7.75	7.36	7.26	7.15	7.13	7.15	7.16	7.44	7.31	7.14	7.27	6.95	6.7	7.15	7.1
"AT5G12020"	3.5	3.23	3.37	3.29	3.26	3.15	3.11	3.16	3.08	3.15	3.08	3.16	3.15	3.12	3.05	3.21	3.07	3
"AT5G12030"	3.14	3.18	3.1	2.97	3.03	3.12	3.04	3.06	3.14	3.05	3.14	3.08	3.26	3.6	3.16	3.23	3.28	3.18
"AT5G12040"	8.78	8.59	8.5	8.23	8.1	8.38	8.46	8.52	8.31	7.79	7.79	7.75	7.86	8.06	8.08	8.15	8.24	8.3
"AT5G12050"	4.87	5.49	3.96	3.63	3.79	4.49	4.25	4.26	4.31	3.73	3.99	3.93	3.84	4.08	4.16	4.99	5.08	5.15
"AT5G12080"	6.2	6.08	6.3	5.95	6.1	6.54	6.72	6.95	7.2	6.85	6.89	6.92	7.57	7.78	7.96	8.01	7.84	7.66
"AT5G12100"	4.36	4.38	4.51	4.42	4.49	4.6	4.66	4.56	4.69	4.45	4.51	4.58	4.5	4.5	4.62	4.83	4.86	5.04
"AT5G12110"	6.11	6.43	7.25	7.43	8.07	8.57	8.59	8.42	8.23	7.41	7.83	8.41	8.83	8.81	8.5	8.17	8.24	7.98
"AT5G12120"	8.35	8.3	8.06	8.08	8.15	8.04	8.08	8.08	8.05	8.31	8.19	8.16	8.1	8.11	8.2	8.29	8.25	8.21
"AT5G12130"	7.02	6.9	7.13	7.21	7.09	7.18	7.24	7.14	7.16	6.98	6.95	6.75	6.82	6.81	6.71	6.64	6.57	6.82
"AT5G12140"	11.06	11	11.04	11	11.13	11.07	11.11	11.15	11.11	10.72	10.76	10.77	10.76	10.7	10.69	10.45	10.52	10.53
"AT5G12190"	8.45	8.58	8.61	8.5	8.6	8.61	8.64	8.78	8.63	8.63	8.62	8.71	8.83	8.89	9.01	9.01	8.95	9.08
"AT5G12200"	9.24	9.18	9.24	9.2	9.14	9.08	9.12	9	9.16	9.4	9.28	9.11	8.72	8.53	8.55	8.65	8.75	8.7
"AT5G12210"	8.7	8.59	8.89	8.94	8.98	8.91	8.95	8.9	8.85	8.88	8.88	8.8	8.58	8.56	8.57	8.58	8.79	8.81
"AT5G12220"	4.89	5.51	5.72	5.67	5.73	5.8	5.85	6.01	6.19	6.1	6.17	6.28	6.69	6.87	6.87	6.97	6.83	6.81
"AT5G12230"	6.72	6.65	6.6	6.76	6.67	6.75	6.63	6.78	6.92	7.16	7.09	7.02	7	7.06	7.04	7.11	7	7.12
"AT5G12250"	8.88	8.95	9.13	9.35	9.44	9.4	9.3	9.32	9.28	9.12	9.23	9.47	9.53	9.55	9.41	9.45	9.45	9.5
"AT5G12260"	5.99	6.06	6.26	6.22	6.3	6.18	6.17	6.04	5.95	6.1	6.21	6.44	6.3	6.26	6.2	6.26	6.33	6.47
"AT5G12270"	4.53	4.57	4.84	5.02	4.9	4.54	4.51	4.41	4.64	4.79	4.89	5.39	4.88	4.94	4.74	4.72	5.12	5.28
"AT5G12280"	4.51	4.35	4.36	4.3	4.44	4.31	4.39	4.38	4.32	4.58	4.69	4.99	5.26	5.04	5.02	4.99	5.21	5.36
"AT5G12290"	8.21	8.16	7.97	7.91	7.79	7.78	7.78	7.7	7.79	7.62	7.83	7.71	7.64	7.57	7.72	7.85	7.74	7.76
"AT5G12310"	8.55	8.65	8.51	8.28	8.45	8.25	8.25	8.19	8.23	8.43	8.36	8.41	8.35	8.35	8.27	8.19	8.39	8.42
"AT5G12330"	5.65	6.33	6.31	6.21	6.56	6.68	6.65	7.02	7.2	7.45	7.46	7.52	7.85	7.94	7.92	7.89	7.81	7.75
"AT5G12340"	9.31	8.6	8.53	9.57	8.8	9.08	8.93	8.89	8.85	9.37	8.97	8.76	8.54	8.46	8.25	7.88	7.72	7.45
"AT5G12370"	8.11	8.13	7.89	7.88	7.95	7.93	7.88	7.99	7.92	7.89	7.7	7.75	7.71	7.7	7.73	7.76	7.91	7.88
"AT5G12390"	8.43	8.47	8.38	8.2	8.16	8.08	8.17	8.17	8.08	8.3	8.21	8.01	7.68	7.45	7.48	7.34	7.49	7.46
"AT5G12410"	7.57	7.9	8.09	8.08	8.26	8.34	8.24	8.46	8.64	8.76	8.66	8.71	8.93	9.19	9.32	9.58	9.43	9.46
"AT5G12420"	7.75	7.97	9.3	10.63	11.28	11.41	11.41	10.88	10.67	10.87	10.81	10.64	10.44	9.76	9.32	8.24	7.89	7.51
"AT5G12430"	6.55	6.58	6.47	6.28	6.41	6.27	6.38	6.33	6.29	5.98	5.88	5.96	5.73	5.87	5.8	5.6	5.64	5.7
"AT5G12440"	5.7	5.6	5.62	5.74	6.05	6.04	6.22	6.09	6.18	6.25	6.03	6.11	6.16	5.92	6.07	6.14	6.13	6.38
"AT5G12470"	9.29	9.23	9.21	9.11	9.45	9.66	9.92	9.94	9.71	9.36	9.41	9.47	9.7	9.84	9.92	9.87	9.97	9.96
"AT5G12480"	5.71	5.78	5.59	5.68	5.89	5.85	5.72	5.87	5.97	5.76	5.92	5.77	5.84	5.81	5.92	6.18	6.01	6.27
"AT5G12850"	6.49	6.55	6.89	6.98	7.24	7.28	7.19	7.06	7.11	6.81	6.86	6.94	7.14	7.01	7.16	7.28	7.38	7.34
"AT5G12860"	8.99	8.78	8.93	8.95	9.64	9.99	10.31	10.28	9.93	8.93	9.18	9.42	9.79	9.98	9.94	9.62	9.6	9.29
"AT5G12870"	6.5	6.52	6.32	6.42	5.49	5.27	4.81	4.75	4.6	4.85	4.7	5.03	5.9	5.91	5.55	5.01	4.52	4.28
"AT5G12880"	9.3	9.23	8.52	8.56	8.32	8.65	8.75	8.86	8.72	8.58	8.41	8.34	8.51	8.42	8.38	7.85	7.63	7.45
"AT5G12890"	5.8	5.54	5.66	5.61	5.77	5.91	5.99	6.01	6.07	6.21	6.07	5.96	6.07	6.07	5.89	5.79	5.78	5.67
"AT5G12900"	6.9	6.57	6.62	6.73	6.46	6.63	6.49	6.39	6.3	5.79	6.05	6.15	6.4	6.39	6.33	6.07	5.89	5.74
"AT5G12930"	4.06	4.16	4.22	4.62	4.78	5.11	5.26	5.47	5.78	5.66	5.65	5.28	5.8	5.78	5.91	6.16	6.22	6.31
"AT5G12940"	4.92	4.83	4.78	4.85	4.87	5.06	5.12	5.43	5.75	6.33	6.51	6.99	7.55	8.04	8.27	8.77	9.04	9.39
"AT5G12970"	4.2	4.25	4.01	4.8	6.1	6.89	6.95	6.74	6.73	7.15	6.96	7.23	6.97	6.76	6.64	6.61	6.64	6.63
"AT5G12980"	5.74	5.91	6.74	6.72	6.96	7.16	7.17	7.33	7.3	7.35	7.33	7.37	7.65	7.93	7.96	8.07	8.03	7.98
"AT5G13000"	7.88	7.98	8.26	8.29	8.66	8.74	8.54	8.75	8.88	8.83	8.93	9.1	9.3	9.46	9.49	9.65	9.55	9.71
"AT5G13010"	8.33	8.35	8.27	8.32	8.31	8.32	8.24	8.22	8.21	8.43	8.32	8.21	8.16	8.04	8	8.06	8.17	8.1
"AT5G13030"	8.1	7.95	7.95	8.02	7.83	7.82	7.91	7.8	7.77	7.6	7.71	7.67	7.62	7.68	7.67	7.46	7.44	7.37
"AT5G13070"	8.22	8.16	8.12	8.09	8.15	8.37	8.34	8.42	8.46	8.34	8.41	8.32	8.56	8.76	8.71	8.79	8.77	8.81
"AT5G13080"	7.34	7.14	7.02	7.19	6.92	6.7	6.67	6.88	7.16	8.03	7.8	7.61	6.74	6.34	6.4	6.53	6.65	6.51
"AT5G13090"	8.85	8.96	8.74	8.65	8.64	8.49	8.51	8.47	8.56	8.92	8.68	8.51	8.16	8.15	8.05	8.03	8.28	8.35
"AT5G13100"	6.07	6.17	6.45	7.08	7.35	7.7	7.59	7.83	8.05	8.09	8.2	8.31	8.74	9.06	8.99	9.17	9.1	9.1
"AT5G13110"	9.2	9.11	9.26	9.05	9.17	9.25	9.42	9.47	9.31	8.73	8.82	8.95	9.19	9.36	9.39	9.3	9.32	9.14
"AT5G13120"	9.64	9.57	9.57	9.42	9.36	9.46	9.47	9.59	9.49	9.33	9.34	9.37	9.63	9.83	9.76	9.81	9.84	9.91
"AT5G13130"	3.18	3.04	2.98	3.17	2.99	3.01	2.89	2.89	2.97	3	2.92	2.79	2.89	2.84	2.97	3.07	2.9	2.92
"AT5G13140"	3.19	3.15	3.18	3.2	3.16	3.25	3.16	3.07	3.13	3.16	3.09	3.24	3.07	3.16	3.11	3.5	3.54	3.76
"AT5G13150"	6.22	6.33	4.68	3.94	3.62	3.58	3.62	3.52	3.56	3.55	3.58	3.55	3.45	3.47	3.4	3.43	3.51	3.45
"AT5G13160"	7.72	7.6	7.59	7.56	7.57	7.62	7.61	7.46	7.34	7.34	7.36	7.25	7.24	7.25	7.29	7.11	7.07	7.06
"AT5G13170"	4.95	4.79	5.08	5.15	4.78	5.99	6.49	6.39	5.92	6.15	6.46	6.38	5.84	5.86	5.57	4.99	5.05	4.92
"AT5G13180"	10.53	10.41	10.14	9.82	9.91	9.86	9.88	9.81	9.67	9.54	9.54	9.69	9.63	9.62	9.51	9.02	8.92	8.74
"AT5G13190"	10.51	10.32	10.05	10.55	9.87	9.94	9.78	9.72	9.46	9.78	9.61	9.65	9.68	9.56	9.62	9.18	9.14	9.05
"AT5G13200"	7.85	7.41	7.4	8.04	7.39	7.6	7.64	7.39	7.29	7.63	7.61	7.67	7.47	7.31	7.34	6.81	6.73	6.39
"AT5G13240"	8.23	8.22	8.17	8.07	7.9	7.96	8.01	7.86	7.89	8.04	7.86	7.93	7.49	7.53	7.44	7.3	7.3	7.51
"AT5G13270"	3.61	3.85	3.95	3.82	3.88	3.94	3.9	3.9	4.01	4	4.06	4.05	4.01	4.1	4.1	4.04	4.22	4.2
"AT5G13280"	7.24	7.55	7.62	7.43	7.54	7.67	7.64	7.87	7.88	7.65	7.82	7.93	8.19	8.43	8.57	8.77	8.77	8.76
"AT5G13290"	6.13	6.66	6.97	7.08	7.3	7.22	7.32	7.44	7.65	7.86	7.79	7.79	7.78	7.68	7.77	7.65	7.56	7.46
"AT5G13310"	6.46	6.43	6.29	6.37	6.41	6.38	6.59	6.59	6.72	6.85	6.74	6.77	6.82	6.79	6.87	7.07	7	7
"AT5G13330"	8.13	8.04	7.45	7.48	7.25	6.84	6.97	6.93	7.04	7.2	6.75	6.56	6.19	6.15	6.05	5.8	5.65	5.41
"AT5G13380"	3.66	3.47	3.58	3.63	3.48	3.47	3.43	3.29	3.24	3.36	3.33	3.34	3.44	3.36	3.33	3.4	3.28	3.31
"AT5G13390"	8.02	8.02	8.22	8.23	8.36	8.35	8.32	8.38	8.28	8.02	8.01	8.13	8.24	8.15	8.2	8.26	8.27	8.21
"AT5G13400"	3.96	3.78	3.74	3.92	4.16	4.53	4.79	5.24	5.34	5.57	5.53	5.68	6.12	6.58	6.5	6.77	6.85	6.83
"AT5G13420"	11.46	11.32	11.33	11.01	11	11.18	11.44	11.48	11.33	10.52	10.61	10.75	11.18	11.44	11.42	11.09	11.18	11
"AT5G13450"	11.62	11.62	11.59	11.67	11.59	11.66	11.69	11.65	11.62	11.47	11.58	11.55	11.42	11.41	11.49	11.4	11.38	11.36
"AT5G13460"	6.66	6.62	6.46	6.26	6.03	5.97	5.78	5.79	5.68	5.78	6.08	6.1	6.2	5.99	6.05	6.43	6.57	6.59
"AT5G13470"	5.42	5.44	5.74	5.94	5.96	6.14	6.26	6.4	6.47	6.71	6.77	6.66	6.75	6.91	7	7.09	7.1	7.11
"AT5G13480"	5.81	5.97	6.05	5.88	6.27	6.32	6.19	6.51	6.38	6.52	6.43	6.6	6.81	6.93	6.97	7.2	7.11	6.93
"AT5G13490"	8.71	9.2	9.35	9.27	9.41	9.57	9.67	9.78	9.86	9.3	9.61	9.52	10.1	10.21	10.01	10.25	10.23	10.19
"AT5G13500"	7.9	7.99	7.77	7.65	7.88	7.79	7.87	7.84	7.76	7.51	7.4	7.57	7.68	7.61	7.66	7.44	7.55	7.49
"AT5G13510"	7.41	7.15	7.35	7.4	7.49	7.4	7.39	7.18	7.29	7.3	7.24	7.13	7.31	7.38	7.45	7.74	7.52	7.53
"AT5G13520"	7.21	7.29	7.43	7.52	7.62	7.78	7.73	7.76	7.82	7.61	7.83	7.9	8.27	8.37	8.65	8.83	8.57	8.74
"AT5G13530"	5.35	5.4	5.28	5.31	5.52	5.36	5.42	5.4	5.39	5.32	5.31	5.3	5.19	5.21	5.18	5.13	5.16	5.09
"AT5G13550"	6.94	6.5	6.82	7.13	7.46	7.62	7.78	7.58	7.73	7.22	7.41	7.3	7.19	7.22	7.13	6.88	7	6.98
"AT5G13560"	7.98	7.98	8.06	7.93	8.05	8.06	8.02	8.13	8.16	8.22	8.1	8.16	8.1	8.17	8.23	8.21	8.31	8.2
"AT5G13570"	7.09	6.98	6.96	7.01	6.9	6.74	6.61	6.71	6.76	7.14	6.94	6.88	6.52	6.53	6.42	6.48	6.65	6.54
"AT5G13580"	3.88	4.33	7.27	9.49	10.67	10.58	10.33	9.57	8.96	8.94	9.25	9.37	8.86	8	7.24	5.97	5.82	5.92
"AT5G13590"	4.74	4.73	4.47	4.35	4.3	4.32	4.31	4.11	4.24	4.32	4.33	4.2	3.98	3.94	3.99	4.02	3.89	3.95
"AT5G13610"	6.36	6.35	6.39	6.31	6.49	6.53	6.53	6.57	6.72	6.59	6.7	6.72	6.9	7.14	7	7.29	7.16	7.02
"AT5G13630"	9.27	9.07	8.77	8.39	8.58	8.23	7.99	6.98	6.67	6.38	6.91	7.11	7.11	6.95	6.7	6.5	6.48	6.37
"AT5G13640"	8.31	8.33	8.32	8.46	8.48	8.4	8.38	8.38	8.26	8.07	8.05	7.92	7.78	7.62	7.65	7.49	7.43	7.39
"AT5G13650"	6.94	6.79	7	6.97	6.81	6.77	6.7	6.57	6.68	6.78	6.8	6.77	6.52	6.47	6.44	6.45	6.63	6.6
"AT5G13670"	3.6	4.01	4.36	4.3	4.19	3.75	3.64	3.6	3.43	3.49	3.55	3.46	3.56	3.51	3.48	3.62	3.54	3.39
"AT5G13680"	5.87	6.27	6.65	6.77	6.96	6.98	6.94	7.09	7.1	6.96	7.12	7.17	7.35	7.6	7.66	7.62	7.73	7.71
"AT5G13700"	4.28	4.1	4.4	4.6	4.44	4.54	4.4	4.5	4.56	4.56	4.5	4.6	4.87	4.79	5.02	5.2	4.94	4.98
"AT5G13710"	10.11	9.95	9.68	9.5	9.51	9.58	9.58	9.71	9.64	9.55	9.65	9.52	9.77	9.83	10	10.31	10.3	10.48
"AT5G13720"	5.81	5.74	5.87	6.04	5.95	5.86	5.71	5.52	5.38	5.72	5.69	5.59	5.65	5.54	5.35	5.3	5.26	5.14
"AT5G13730"	3.07	3.11	2.99	3.03	3.03	3.01	3.03	2.92	3	3.09	2.94	2.98	2.83	3.02	2.99	3.03	2.97	2.87
"AT5G13740"	8.58	8.31	8.73	8.72	8.56	8.09	8.04	7.89	7.55	7.58	7.35	7.56	7.8	7.9	7.93	7.77	7.89	8.11
"AT5G13750"	9.68	9.73	9.68	9.49	9.53	9.65	9.73	9.74	9.46	8.8	9.09	9.15	9.25	9.25	9.11	8.67	8.8	8.45
"AT5G13760"	6.72	6.61	6.54	6.6	6.8	6.9	6.94	6.99	7.1	7.18	7.04	6.91	6.73	6.66	6.68	6.73	6.74	6.86
